contract_id|policyholder_id|start_date|end_date|cancel_reason
Xcwu-39433244|cSDwLyk|2021-05-16||
hbcp-29790462|kKpUwuU|2021-12-12||
lmmI-60979809|lhIIvhi|2020-07-31||
gdfl-54782506|PNTbMeD|2021-07-12|2022-01-17|no_risk_for_theft
mmPW-38819285|xdfuspQ|2021-01-05||
OHGo-00006728|gqnnhZH|2022-03-28||
CFao-36657147|SYJfMaP|2021-11-02||
WYvp-81754967|AUzLcmR|2022-05-16||
wkDh-15207776|CswWdGW|2020-05-21||
EEqq-05054159|tZpqwUF|2021-09-11||
SvFc-65976550|yGjrmSt|2020-08-16||
xJXw-30545900|ziApVWi|2022-01-07||
wEVQ-92208144|sCKmsRK|2020-11-28||
NsRz-80291146|sUoIMFr|2021-01-02||
qiIm-80580337|avJPZvN|2022-06-24||
MvLb-99253226|YtfViAd|2020-10-14||
KPbu-72018982|ZVtMzlP|2020-07-13|2021-05-22|no_risk_for_theft
qnnX-00992896|LsGCbVr|2021-04-20||
HrYo-87999606|nFmBUYm|2021-06-18||
rbZF-05994754|kmSxBYT|2022-06-24||
ueNV-91969451|fcSohdB|2020-07-08||
OJyC-75936447|gKSZNGW|2021-10-14||
xamA-20324694|YOliQPy|2021-06-24||
GTGu-86319818|LLbNNLb|2021-04-01||
hWge-73567917|AsEjxFi|2020-10-18||
Ylby-08739444|NYLjuVE|2020-08-24||
tmaQ-64827205|FMrTfIA|2021-04-24||
ntOq-00820453|XCiCthb|2021-05-28||
wIwI-65257778|BIFpWZe|2022-06-04||
EfUl-24304183|ZhJmutK|2022-02-28||
WgUg-19176195|UJSJNun|2021-06-02||
pFvC-67402605|PHDAGXf|2021-07-22||
HCJI-38031646|WQQCORU|2021-06-03||
GQgB-99576844|sOckOBz|2021-09-29||
ZjVx-75262196|JsWMliM|2020-10-10||
rBJf-45173396|qlHCwKH|2021-09-24||
ikMr-24607657|vXnLzCg|2022-04-18||
GDtA-28617152|qeYudOK|2021-12-07||
afTv-04624147|weieXRU|2022-05-26||
xspP-74599743|IZHbcYy|2021-08-09||
ynyz-18385931|SxGJWfu|2022-02-12||
ibaH-97826817|gOqaLWB|2020-07-25||
uorQ-78489298|PYWFgUV|2022-05-13||
JVsV-81724104|BvLhZbx|2021-07-20||
diWd-75296755|kIypeKm|2020-09-27||
dRyS-19990830|rXKbVbe|2020-09-01||
OZFZ-87470799|uQcJWYe|2022-06-11||
ILOu-09783982|bPSIbFx|2021-03-09|2021-07-26|no_risk_for_theft
ztdB-65084603|lRBdRhF|2020-07-06||
Rfog-45047769|VqPaeMP|2021-12-18|2022-03-04|no_risk_for_theft
ULyn-72035528|WGBuUrz|2022-03-24||
TqZn-55973636|JZVsyCA|2020-08-03||
hBYb-47302209|IHLYyBq|2021-03-24||
qaez-08643490|IEMDmrT|2021-06-02||
ocjG-65733231|xIZcKCR|2020-08-13||
ZFIa-93205221|zRvreLP|2020-05-26||
izbj-27340109|DYvRflY|2020-05-22||
GjaA-22560281|OjxeSSf|2021-02-20||
sKjf-96828825|BwbXlDX|2021-07-31||
NmzV-81005346|iJbBbAg|2020-11-26||
mDcx-34627174|ZEzApRO|2021-01-04||
hlxI-48243049|ohTJqJE|2022-05-30|2022-06-30 00:00:00|premium_not_paid
kihQ-44605955|yCmYoWS|2022-06-06||
oHaP-14633524|SYTvxbs|2021-06-12|2022-07-19|premium_not_paid
NuDS-62880209|bPkzBSD|2021-10-14||
awjB-21510118|sRLctCW|2021-10-27||
jjrz-95181554|fuAygRO|2021-02-24||
kxzk-74549096|NQbQhQw|2020-09-22||
TvPk-12180248|wKSKQBK|2021-07-19||
dlAl-61055300|yQHyyAj|2020-06-28||
FFYo-75227762|CHPVeTi|2021-03-29||
LVAG-19925296|QakQROw|2021-03-02||
MmoW-75728639|ufOyobT|2020-11-08||
eaQS-82084177|GgtzTUc|2021-12-12||
AVKP-71682180|PQHczRN|2020-08-17||
QyMy-72725363|mmuXIaL|2022-01-22||
hKJI-72302732|dBIhJTk|2021-11-20||
NnyO-74821707|cKjNZyn|2022-01-09||
yGGl-42740744|vAxpsDD|2020-09-29||
rgkT-95435543|yvwmXiY|2020-11-30||
jQCS-77477180|rCfLEgk|2022-02-16||
UAQq-34970953|pvgVpQp|2021-12-06||
THhu-50791743|NUSKBTi|2021-11-09||
ZIFQ-54536799|cPwZQRa|2020-06-29||
aRyL-12424335|vSSRQky|2020-07-09||
HyqJ-96288251|yTkceFT|2020-06-29||
hoxq-96349736|CVtxGaH|2020-06-09||
NoeC-42215412|sePLFFN|2021-06-07||
pQZK-93257253|rbHEuzV|2020-07-09||
dWiA-79290689|HsLcxIb|2021-06-26||
xhjw-19989014|juxKPWw|2021-03-07||
lZyE-25462752|LspEdty|2021-12-25||
tTKj-28897300|qsNTunf|2020-07-06||
SsPR-57104390|LaJXAey|2020-05-26||
KzCF-95245725|LLACihp|2020-06-09||
TyGw-18488978|bhGWtBf|2020-11-26||
pDko-59459257|bRqzljO|2021-08-13|2022-09-07|no_risk_for_theft
gAod-08357596|hLudJvG|2022-06-23||
Srik-79103858|YVUTAFB|2020-11-25||
VuOA-32697792|cPeEHvr|2021-03-27||
mvir-48227915|CKdSzdq|2021-02-19||
OPFI-20976918|fAGOmuw|2021-01-08||
ySQV-55436170|kjCGwXP|2022-06-20||
hrgO-95665534|xRjJsOA|2020-07-27||
EKCX-26122255|cRHasNg|2020-08-08|2022-03-10|premium_not_paid
obnt-39456545|bvJhFRU|2021-06-20||
zMcf-95512869|mNnrAiI|2021-05-24||
KPbS-41933472|iNgZwwU|2020-08-31||
xivf-52078654|NdezvoC|2021-02-28||
dlLR-84511867|YImevPa|2022-06-30|2022-07-30 00:00:00|premium_not_paid
ZHZX-93606560|dEbAWvL|2021-01-08||
KyXk-43238270|ZvvPrdv|2021-03-22||
Lfni-24022957|hjMSGlB|2022-02-21||
WPnB-72784800|cBCtPnE|2020-06-08||
tQMv-60929983|GBnSgHO|2020-08-16||
mAwM-82324328|NZcyRUz|2020-09-13||
fkDg-73956101|XFbHWDK|2021-09-21||
kfDy-34238996|iSJCHBL|2020-07-29||
FGpW-39097805|UxTFuTY|2020-06-22||
xqoG-44101341|FPhBMWu|2021-10-19||
nIMD-80698495|LcDrOrV|2021-07-29||
qhgo-93790593|YlluURX|2021-08-11||
ipqt-58155908|ZEEcXsR|2021-01-16||
UrQm-07150842|JEsnoZc|2022-02-14||
VCdP-60841890|bUTTEKh|2021-07-10|2022-01-24|too_expensive
bwGv-79876844|JPVZACm|2020-05-25||
abER-71786218|MojHHML|2022-06-25||
WlPY-82038316|EYCZKOW|2020-09-01||
aTXy-56188090|SkcctwY|2021-11-14||
ZyzF-29775612|zdzLZIx|2022-01-10||
KLSi-53467266|XUUNSBL|2021-11-25||
oILL-95826792|HdOLkNg|2021-04-12||
MCwh-16590479|LVJCxiO|2022-04-08||
ryBD-05787955|erJZfrx|2020-09-13||
gxJx-77724288|gEylPzw|2020-07-04||
eqRC-62918420|ZDhbAoT|2021-08-29||
Camz-22904981|ETHqbPQ|2020-12-17||
btie-94355889|RVTEOlu|2021-03-08||
mmwP-22235093|qhIDSlB|2022-05-30|2022-07-26|too_expensive
vmMB-39069789|EpbPAUu|2021-04-29||
wyRv-41569641|jwTipQr|2020-12-31||
IoMk-65084710|jIaUhTH|2022-04-29||
mTBX-57434950|cduyYju|2021-06-23||
sVEO-65685597|sRnUFIf|2022-05-13||
mgqL-36384833|qxcceyS|2020-08-11||
QeBZ-80253780|KBmzIcf|2022-04-08||
NaOK-01704163|edETMok|2021-09-30||
OccB-78739536|CqDSkbr|2020-09-27||
IrmA-60607176|yTloopO|2021-10-23||
hDyW-51808030|QjzORlz|2021-04-08||
KRYW-39299980|ZAVnpaS|2020-11-21|2022-06-03|no_risk_for_theft
dIdu-69353684|DSzVbAw|2022-04-10||
gxek-22360070|igcasbV|2021-05-19||
LRPX-51871603|MtsGazG|2021-12-21||
nZwj-30904317|aFWmtKt|2021-04-05|2021-11-01|too_expensive
tyVq-25917796|ednPbBX|2020-11-07||
zvav-91288585|ztVhrPU|2022-06-12||
iZLm-29833716|WwThqsC|2022-01-22||
wXLN-63803389|fSCWKjh|2020-08-01||
Whje-91305902|mNciKVR|2020-10-22||
UUZy-75240139|lGDgTUS|2021-02-24||
hDtY-34969343|gWfoKiG|2021-02-06||
JUiM-75555630|vOvTTbb|2020-09-02||
sVKP-48234647|fMLnJUg|2021-12-29||
Pqda-80569480|ZrpSVdT|2022-02-10||
gCHQ-08748782|vykHFuC|2022-02-12||
tNMc-36790246|UvMhIHS|2020-12-25||
DIUN-56916024|RHoXmLT|2020-06-13||
EysF-43856002|CtuiWuJ|2021-08-22||
vjks-59398535|aXRIbgn|2021-02-23||
BGwz-16193586|OkVoZnR|2020-05-30||
tKZW-37944778|pZKbeiu|2022-02-22||
KhaL-14386632|btAucDD|2022-02-18||
aMAO-50650692|juOcmii|2021-02-04||
rFis-30483100|uknKUxD|2021-10-14||
rqQS-66031686|GGDoSTd|2022-06-23|2022-07-23 00:00:00|too_expensive
ERFg-16836880|wUPlmPt|2021-03-25||
SOLC-86838568|dnlfTLX|2020-05-23|2022-05-25|premium_not_paid
FDUL-20179223|VZPQGLm|2022-01-01||
OFUt-83689647|eevtKkm|2022-01-14||
HztJ-50189765|OcQKmnk|2021-06-05||
yxwq-43550485|TZYTzKE|2020-07-01||
MOBe-70436908|sefaBLL|2021-01-24||
icnk-64309732|PTtMwXe|2021-08-12||
vkkf-73070806|YqXTXrt|2021-10-06||
dPVf-61246270|reCskjI|2020-11-30||
anlA-84821358|nSxaTMa|2021-04-30||
qdMB-37195519|nmskzKo|2021-06-01||
MpqM-37993646|rnEwXkq|2021-12-25||
TQiW-55818890|jeqYnLO|2021-02-01||
GvER-73274984|ntAbjny|2020-09-29||
dNeP-29978742|eYwrKmu|2022-05-23||
aDAT-13601622|mhFNlwl|2021-08-19||
nRSU-07979159|OdJokvc|2021-01-24||
CVvM-59964134|ppHZoZN|2021-07-31||
GpaW-20645133|IOxNWJW|2020-07-10||
Oila-72371255|RMOEHuC|2021-05-01|2022-04-01|no_risk_for_theft
QsmP-69388397|rulMrYu|2021-09-28||
xhmN-24482974|zIqySDB|2020-06-12||
VlTi-37797855|HnEWJgt|2022-01-12||
PeuQ-47624078|IyHlVuf|2021-12-12||
kUAg-02982023|qdYyftZ|2020-11-21||
KJdv-28096686|pyzmtyV|2021-01-20||
DcSp-15843720|RQApjAX|2021-03-17|2021-08-24|no_risk_for_theft
OeXx-14877645|uQBLJGz|2021-08-25||
SOJM-75476445|kcOhoDj|2021-05-17||
TJOO-59903416|ZnBDEwa|2020-10-04||
rkPe-10075028|kraoKUe|2021-02-03||
vjtf-05022159|sQyDMsP|2022-03-08||
TDOD-85516150|WznjjzQ|2021-07-30||
lQjx-18006833|YbdmwTa|2021-06-03||
NbEN-82445127|TPZzYhC|2020-06-16||
zZfa-84665331|vqcrYhZ|2022-05-04||
hNYr-04089506|jVtkaGg|2021-10-04||
oYVL-17401572|TLgDiZS|2021-08-19||
fWdz-97897538|IxtpinF|2022-02-05||
sWzh-18458853|tLUmsQx|2021-03-22||
QKrm-12483531|ziBxDMM|2021-03-11||
jLGr-32877760|JMvILDA|2021-03-29||
qvLR-81305351|fTOcgOp|2021-10-06||
LHyl-06487798|SStgVQa|2022-04-21||
seEt-79855477|mWWZUSq|2021-05-02||
HRSN-60580564|qwGvNhv|2022-04-18||
Gqnj-62839126|vgRnHAr|2021-01-17||
qJOa-25934093|stGqzIX|2022-03-09||
eydR-04673059|EePQRZF|2022-02-03||
CasY-86167982|LsKVpXy|2022-03-22||
KubS-77885023|CGaHjyJ|2020-07-11||
MEtn-40453047|uFzdsQG|2021-05-07||
eeEf-38503134|VqLCTPb|2020-07-27||
ELYO-51388842|Qdexone|2021-07-16||
gTdz-10009708|GigbuDt|2022-02-05||
NnUA-69400042|fpOmPES|2020-12-14||
SbjF-31209266|ZdbCsBS|2021-04-04||
TbXD-80526724|BJcmuLk|2021-02-07||
ePAS-63975359|akeTjMS|2021-08-30||
Uhmv-71125478|SupmyfW|2020-12-08||
qBNk-05075376|RUieseS|2021-07-25||
ZnTB-88583943|POItens|2020-06-10||
cCHL-42211248|jAKqyfF|2022-06-20||
IWNF-15572927|DghfRWD|2020-06-12||
crvc-50035263|ADdSfRq|2021-03-03||
rNsK-75158738|KqKsCjE|2021-11-03||
tTki-04876992|oKiLzbc|2021-04-13||
lUof-90200587|LCVbesr|2021-03-21||
pTxp-98611253|EANEqiP|2022-03-13||
HdEL-29782548|VQakuCH|2021-10-25||
HhIh-76435315|faSnmTC|2022-01-17||
COjQ-07495508|OUhkwij|2022-02-04||
bNZn-91235010|dRerLGx|2021-05-19||
TyUV-15772921|UAdBNVV|2021-05-20||
gLKH-64556236|kkupXhA|2021-09-28||
sSRf-19632966|dvyDHzn|2022-03-31||
TKCy-70063024|OZbUufT|2021-11-23||
SuDR-71241558|FDWQElo|2021-04-03||
KsVY-10054635|cmlMJBj|2022-04-23||
ZYCX-60082487|fJBuIlU|2021-08-31||
wRBe-44825322|ubzvLKH|2021-10-01||
gEpQ-14055109|FssSlUU|2021-01-26||
nQZM-71888071|FxdDMEy|2021-06-08||
JQFG-58753488|oXCjusn|2020-10-29||
wAKM-50631158|jMnNDbs|2021-09-04||
Rsln-62997796|KthDOdY|2021-11-23||
ngDx-38794987|bbBCTCa|2021-04-19||
OLDg-39522268|bqHdSWq|2020-08-31|2022-04-20|no_risk_for_theft
rXWK-06966360|aFWePwz|2021-04-19||
cIGn-37636414|KnntBgf|2022-04-05||
XfKO-06196883|ZKzhucT|2021-01-05|2021-10-14|premium_not_paid
KqDB-38285258|cVVIBLW|2021-04-10||
busm-10392987|MuIJVcR|2020-08-16||
RWJX-19381740|fEorOGL|2020-10-03||
larF-56574975|XopuQLy|2020-06-19||
EeIj-21432214|ipkPjHG|2022-03-24||
NHEk-63546204|NNQTzCT|2020-11-29||
oFaI-92698974|uuMAsxM|2021-08-17||
YxOQ-52347162|EaAXdbG|2022-06-23||
avXi-50792629|AmzIcud|2020-07-21||
pzFx-98714589|oXZNqCg|2020-09-05||
bAdP-15103195|USMRZvp|2021-03-31||
BDrz-64527801|OvLRmxy|2020-11-11||
XUjd-49498530|pHrysdS|2022-06-02||
HMcm-24928850|ShYLTRX|2020-12-14||
pHOL-94522645|rIVOVqY|2021-11-28||
qPSa-64036655|MtUbsFJ|2021-10-02||
FvqH-95829870|zNHijTG|2021-10-30||
eDYM-07138856|QdWWuao|2021-04-28|2022-10-23|premium_not_paid
wnQF-34976903|kPnehol|2021-09-29||
aowf-53073706|kELvNMA|2021-05-22||
AEZf-46037671|tsMqSqf|2021-03-16||
pCmK-64829602|cZlmrfU|2020-07-16|2021-06-08|too_expensive
NeSa-03642372|QaeNJYw|2021-10-11||
pHnF-54057879|XnOWFNY|2021-09-19||
acGK-79765037|ntIWpLm|2021-07-13||
ZjVo-41024238|WJeAmeP|2022-03-30||
uFKw-03139506|wpcUxna|2022-04-09||
jrXl-52583337|bhMHytR|2020-12-18||
jmvd-18780439|lvqlfGF|2021-12-14||
oJQh-00714158|ZwAQXtP|2021-01-15||
BIAV-06788758|jOMTGuC|2022-03-02||
muuN-79505221|WLUPtUC|2020-08-08||
pumk-26885906|MbgJxGh|2022-03-02||
MrGB-75525185|NgWvSYo|2020-10-17||
ISav-43927248|JvvAlaS|2021-08-14|2022-08-06|too_expensive
gSjQ-31678030|necThoI|2021-05-28||
nsLt-60492702|KDPOaPM|2020-09-10||
kRHX-10888873|NzVOWWm|2021-08-14||
bshf-73643434|EtsDAUw|2022-02-16||
VZIQ-75295030|gvyEKMq|2020-12-22||
rtfW-05560393|uOfpvAm|2020-11-04||
RdRq-42052159|wcNSDoL|2021-10-04||
sZjy-27559306|oXQiDAl|2021-07-28||
ivKU-24532256|UWNKqUY|2021-04-13||
Pfvp-06007729|mZyPXtW|2021-08-10||
qEfi-87432463|fkhPVmj|2020-09-09||
joIo-08700490|dLyimBd|2022-05-02||
hqAs-46985303|dgkgwpK|2022-03-31||
KlMq-70501158|HyihAOc|2021-01-12||
tWDT-12343032|zpoKvrY|2021-11-02||
ZncP-80081715|hsMmUPv|2020-06-21||
Nnch-97250275|uKcNvmr|2020-07-16||
yiKl-11218060|UGDpyvk|2022-01-26||
MxnM-11298491|qekbrVi|2022-02-04||
ilRs-83700461|IfTcXhJ|2020-07-06||
hauf-41630409|pJTUgOC|2021-07-19|2021-10-03|premium_not_paid
eRvC-18335227|BnLVCIy|2021-07-13||
dpnO-19290523|LvYprfd|2020-08-16||
wnET-53173845|JuLeOAf|2021-07-24||
SGZx-53592556|AKaahNg|2022-01-03||
EtqT-17341708|lYOzsEG|2020-09-26||
OiUx-43809001|iyMeJJX|2020-09-09||
IcCe-30355926|wSMCNPf|2022-01-14||
Grol-17358649|yMXIGhi|2021-04-15||
oTNF-29762066|HVsPNOV|2021-11-17||
YMfe-61625336|uwSeify|2020-06-15|2022-08-13|premium_not_paid
mJVh-19582158|MAhSzos|2021-05-16||
KydG-60409458|OBwXbzN|2020-11-30||
Zkjq-31191646|YSxKiBt|2021-07-16||
plEP-26640101|KnmGtNS|2021-12-30||
ZoCf-23608315|SGJXAWM|2022-01-06||
Dooa-47441286|zJYshDd|2022-01-23||
RjIS-20600503|QIEwsbt|2021-07-12||
FifI-23612217|ilGpOgA|2020-11-06||
fbkW-84799065|DvjQbtW|2021-03-12||
DDOG-46145042|FeQUaKD|2021-08-04||
YoKI-45716629|aQIaUvl|2021-10-12|2022-01-08|no_risk_for_theft
avCB-38296599|mToAuQZ|2022-03-11||
hngH-82036668|hArAeDg|2020-05-29||
IXwW-82125492|oIYhSfW|2022-05-11||
YBSU-21691367|pUPSBIq|2020-09-29||
cPQe-47885114|BsIRpHU|2021-11-05||
tnqK-44418126|WWGAABR|2021-05-18||
boMR-55234194|AMOReln|2021-03-23||
oYHU-65560835|jrEHdkA|2022-06-29||
ywut-11325061|hjKZquK|2021-10-10||
jECP-38075437|LnIyjzV|2021-06-25||
Jskq-86266603|YlPeAWc|2021-08-25||
MMll-24491334|LZQzVUd|2020-05-25||
MsAy-92560416|QlsbvhX|2021-11-04||
kORD-08448655|kWQqPuJ|2021-11-10||
GsCU-27798489|HVRDMuI|2021-12-13||
yYtv-80406653|QspsHmz|2021-03-10||
Pqxd-77338006|yqTTQuI|2022-05-12||
IgGI-13059382|mmcRZVH|2020-12-01||
ewkZ-49900928|gjDLuVZ|2021-07-04||
MwPD-12535924|kVWObQB|2022-05-31||
vrpt-39315063|WQDFzxV|2021-11-23||
MpCY-42731348|XxkbkSe|2020-07-03||
HCJD-25667065|dYoNepQ|2020-07-19||
uHnb-68473860|sufAaSA|2021-11-04||
EPOE-84395088|SPuwepS|2020-10-22|2021-12-09|premium_not_paid
HmzA-03253774|VBgdbmx|2021-07-30||
qgxV-77453206|nVubdMz|2020-08-03||
kcYR-63334544|ovmThOj|2020-10-23||
fbsn-70167348|KYWMsMC|2022-02-16||
DCEF-67317503|yURzice|2021-02-07||
RcdT-51967305|LiLtJkA|2021-10-14||
SjtM-89372393|rJVEiMK|2020-12-12||
WlNc-51877705|KyTipXL|2021-03-24||
UlDj-67540265|WVgStzy|2021-12-26||
qEUp-92919687|uBPCopi|2020-10-02||
QnDp-51479601|zXhURjD|2020-07-13||
fcIQ-78762417|TwOYmXV|2021-04-26||
oSgM-68921835|DQbfJSK|2020-12-08||
xIwT-59066399|UfRGAmp|2021-04-04||
cyPz-94910503|wHMNRKX|2020-11-04||
myHN-00840919|CpfdtHK|2022-03-01||
lbuz-14747260|RSenOAl|2020-11-19||
moTt-44251610|XvKoZgd|2020-06-25||
JWyf-30736267|CRFqgQQ|2020-07-10||
cyOy-20846757|OZIsXro|2020-10-24||
RMGB-18516624|VBDMcOZ|2021-09-24||
gVVv-75899619|nLPcqbJ|2021-02-19||
ubmU-65844035|igmkLAI|2020-08-30||
RZDI-50390252|lAnKBdF|2021-07-10||
UzDP-85246872|souzvgr|2021-08-27||
sAlw-73230428|QDhnhOS|2022-01-28||
pmTc-86943227|cQXnnKN|2021-01-22||
aqcP-65959942|dYzTqkD|2021-09-13||
rcgS-49921797|gMiurMB|2022-06-25||
ERbX-51280445|eSCXKWP|2020-11-24||
ynix-85545503|gHixbFu|2021-07-17||
SMeY-71254674|avCVIkJ|2021-08-13||
nZpm-97305436|kEpSsLz|2020-07-23||
axdf-87831371|RGNlrak|2021-12-19||
igvm-37967093|taEhNTW|2021-10-19||
WNle-82166162|QwosycA|2021-10-07||
jhOE-47119477|vzRDNeK|2020-08-30||
bWyb-02917229|EqziJAM|2021-01-30||
pozf-46488831|PQKsJst|2021-08-28||
GWyE-79031453|GpIVNLI|2021-10-04||
CKtN-65394597|ADekWzy|2021-09-19||
OgCZ-44787299|WwkFLfy|2022-05-08||
CaCL-76483342|cWbcqeo|2021-09-16||
AUKp-56762163|eJQMOFV|2021-12-16||
szpI-67839740|rCDHYDk|2022-03-30||
PEAs-52838924|UWTGOQV|2020-05-27||
bYwE-13202224|ZCUBUut|2020-05-21||
TDsO-26107301|VuLjwqq|2020-12-02||
gMHn-39237694|xRgKqXd|2022-03-25||
FMpz-62331688|kcbTVWR|2020-09-11||
Mvfk-67846062|SfuIDFK|2021-11-19||
MYWy-72126001|AYQuCEp|2021-07-01||
gqLO-14061537|uTierHk|2021-04-22||
cFtd-16531938|rXlmiYy|2020-09-16||
oUnl-17608965|nRtuWsU|2021-05-27||
fOlE-93469486|mZenquI|2020-12-03||
SAAF-04121047|hvKXXwc|2021-10-28||
WhNl-30645049|XqXgUJQ|2020-07-16||
YhFB-87820956|fuMgiRH|2020-06-23||
CRvq-63415381|xtRePTF|2022-02-03|2022-03-03 00:00:00|premium_not_paid
uZmT-15743755|lLvYaIo|2022-03-29||
MIAo-77029364|caPwvrC|2022-06-25||
zRJl-40654088|LKWRNOf|2020-06-02||
RPXV-30438088|onjOoBL|2021-12-27||
UHES-18650305|WwpoEcg|2020-08-30||
Fwbg-74294291|TMrPScc|2022-06-22||
dltd-45559143|RFhnqXW|2021-04-17|2021-08-25|too_expensive
WFaI-85838427|prNPFDs|2022-01-26||
sTxv-61911313|LLrkMIE|2021-06-05||
Czvm-77103587|NhDLgBu|2021-04-09|2022-08-23|too_expensive
YQEL-39874259|YaKDOyj|2020-08-27||
bvgt-28122182|NXgtgmi|2021-05-07||
RwnS-95609515|CdsjfKo|2021-11-02||
pVvh-54196778|HLUalMt|2021-06-09||
gteO-99040981|HcNSUMt|2021-07-26||
xkrZ-90341517|jGWFXwd|2022-06-13|2022-07-13 00:00:00|premium_not_paid
ZsWV-16289822|FZHnVfK|2020-08-09||
lHwz-25783444|TAMvXCo|2020-07-07||
SDRf-35995750|oAxflFs|2022-05-29||
Ylgp-41131590|OFIEUqk|2022-05-16||
eYRl-65774459|JVBJVDV|2021-02-27||
ZQPy-88486754|XUcnxId|2022-05-02||
zZVk-02439192|QxEecKi|2021-12-19||
ygga-35367083|VKlluba|2020-05-29||
euTg-97766673|nxhWCYv|2022-02-22||
WaNL-33007743|eXCfxJe|2022-01-28||
zUzN-07067565|igBxYlF|2020-08-01||
AHAu-54527528|GmdRNDK|2020-07-03||
FOAJ-05621826|PwyMXIS|2020-07-16||
cinD-25645857|ZcFatfU|2022-06-21||
WfMV-77235155|voRrWIu|2021-09-28||
BpKO-19298487|ZeAyejD|2021-05-23||
KzCL-31202308|EYodfow|2020-06-19||
erpG-71939849|BwaHhDy|2021-01-27||
rxFy-15775906|XkiwFji|2022-02-15||
nVHP-70334485|UwIYRvb|2020-11-18||
mMCY-37682291|iXOBWTn|2020-07-24||
JTXU-61185372|JpqoDGZ|2020-09-26||
NBJU-69385660|PSgYrJX|2020-09-10||
LTyQ-60565620|oNvZWow|2021-07-05||
Fqyz-30128272|AEhupnW|2021-07-11||
QYKf-12552637|dtDRNyS|2020-09-03||
PEtp-57636952|HHKKsdx|2022-06-27||
Hhzq-90782067|iVSekBr|2021-11-14||
TSEz-88956530|SFLxBKL|2021-12-23||
nhXP-32266735|XUGMmhX|2021-08-31||
rzok-62028947|oWWRycb|2020-12-08||
KzAa-33066247|jPAazOf|2022-06-12||
hwxK-73560574|ceOOXTG|2022-02-15|2022-03-15 00:00:00|no_risk_for_theft
TIkF-25954520|iEgCbGz|2020-12-10||
cucf-58155804|HtoxtED|2022-05-18||
thGk-87445692|zQMuMFK|2022-04-06||
GSEA-95435805|BhOWmyC|2021-01-13||
tOqG-88672573|dYYvkZg|2021-10-09||
MeXE-56359237|TkDpnpx|2020-11-07||
HbBT-83066650|LKRRfSY|2021-11-11||
hmcN-92916345|OqaZoPH|2022-04-14||
zqwP-89065278|VacEyTl|2021-09-25||
txyu-94353642|fZMyBps|2022-04-22||
oXam-15575691|bUVoeSc|2021-08-29||
wcCV-28193727|DJFdtxl|2021-03-11||
duVu-88236455|nDskRcm|2021-10-07||
Tovw-53625314|OIitzzn|2022-04-02||
mdKg-10103417|VWqaAkE|2021-08-30||
fYWe-65278405|XUlbDLj|2021-08-23||
wxaN-39941082|jlIlSxC|2021-04-22||
pfvS-37290287|DtxBLAn|2022-02-12|2022-02-14|no_risk_for_theft
qUup-91874394|eRwqwqr|2022-01-28|2022-02-28 00:00:00|too_expensive
rdif-82716097|OGTIwTD|2022-03-05||
BUWL-69510352|bAlmQuZ|2022-01-06||
sCnu-04926569|MJVkjgU|2020-09-27||
mkyC-94756992|ecRxPKw|2020-06-30||
rwUD-22372794|WJxOIWs|2022-06-07|2022-07-07 00:00:00|no_risk_for_theft
KVGX-45308606|hFQHCgL|2021-06-12||
YKve-03436694|tZMLsHo|2021-08-22||
vcmM-45128640|hgwILfZ|2021-10-13||
FZvR-56262936|imnfbsZ|2022-01-08||
UEbE-73606574|RYAUNpT|2022-03-11||
hEUA-69835118|wUubjEy|2020-10-09||
vvXx-77023279|vjjuxWA|2022-06-02||
uEcW-99554378|IoEiOnE|2022-06-13||
GiOl-23442751|wVJmSZR|2020-09-23||
tQHe-70765966|TEYCwZn|2020-07-11||
nINt-85644943|lVtGQtf|2020-11-20||
xtSD-32092149|JLDlDFQ|2020-10-29||
YnuV-18751637|anuVuBj|2021-11-11||
kmUG-21684181|SZvNCHx|2020-06-09||
igsA-28948655|VVbrhfk|2020-10-29||
VMJe-66181608|UtlvMon|2022-04-24||
toHp-68836016|eUkcgcD|2021-04-08|2021-06-01|too_expensive
muod-51576199|xShBjDb|2022-03-28||
TkbR-99961582|HxiXdrC|2022-01-29||
uEvb-44962012|aeetAnb|2020-06-01||
JwSd-11178187|qFpxUxm|2022-02-12||
oegC-00643422|OkcCrhq|2021-01-14||
hMoZ-33058991|Ymwqtty|2020-05-28||
LOGy-89282571|JIIxqDN|2022-05-20||
xIwW-54273708|PAUVIhl|2022-01-01||
dTfd-05318892|qKTRCdc|2021-01-14||
oQIi-89388344|bKzlUGv|2021-11-14||
TSyS-31015728|vezOsJG|2020-11-21||
HhHw-45249087|hCGVvak|2022-06-16||
lqGs-81622887|LDcbfCF|2021-09-11||
DwTs-50371321|lIrFoKE|2020-08-29||
KJHZ-99898261|bEdbLmK|2022-06-12||
PObj-59598479|jKAlGPQ|2022-02-14||
OKer-68198122|ojKCykp|2020-12-01||
cVQQ-15989616|dkGCJSe|2021-03-31||
hYpw-90187999|kLVNcDm|2020-11-22||
JNJx-59101583|xzLfnXP|2020-08-02||
DaOO-71911662|DoPnpzp|2022-02-06||
XqYx-76804738|mkWqqvH|2020-05-20||
fAtf-00830630|ydMsfXQ|2020-12-25||
IPOj-55434979|xzseYDd|2021-06-13|2022-03-04|too_expensive
WbBY-27442152|mmMYkHv|2022-06-17|2022-07-17 00:00:00|no_risk_for_theft
